location	site	replicate	depth_mm	drops	dens_gm3	comp_MN	tens_MN
south	back	7	40	4.16666666666667	1.45359652622704	1.59670988265945	0.145596662450202
south	back	7	50	10.4166666666667	1.91174189216412	3.99177470664864	0.363991656125505
south	back	7	60	11.6666666666667	1.96840623481762	4.47078767144647	0.407670654860566
south	back	7	70	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back	7	80	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back	7	90	15	2.09406344895807	5.74815557757402	0.524147984820726
south	back	8	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	back	8	20	4.68468468468468	1.51218765353854	1.79521975996305	0.163697869133200
south	back	8	30	2.7027027027027	1.2371644850789	1.03570370767099	0.0944410783460767
south	back	8	40	2.7027027027027	1.2371644850789	1.03570370767099	0.0944410783460767
south	back	8	50	2.7027027027027	1.2371644850789	1.03570370767099	0.0944410783460767
south	back	8	60	12.2072072072072	1.9910516144077	4.67792841298065	0.42655887052978
south	back	8	70	14.5833333333333	2.07997801047472	5.58848458930806	0.509588318575705
south	back	8	80	7.25	1.73053908284026	2.77827519582744	0.253338192663351
south	back	8	90	5	1.54475730462402	1.91605185919134	0.174715994940242
south	back	8	100	7.33333333333333	1.73625343075207	2.81020939348063	0.256250125912355
south	back	8	110	6.34057971014493	1.66352344900717	2.42977590839482	0.221560138511177
south	back	8	120	4.34782608695652	1.47487633343644	1.66613205147073	0.151926952121950
south	back	8	130	5.14492753623188	1.55904399084604	1.97158959424036	0.179780226677640
south	back	8	140	8.33333333333333	1.80017011650701	3.1934197653189	0.291193324900403
south	back	9	10	20	2.23790448518396	7.66420743676536	0.698863979760968
south	back	9	20	24	2.32906526358094	9.19704892411843	0.838636775713162
south	back	9	30	26	2.36908661741771	9.96346966779496	0.908523173689259
south	back	9	40	25	2.34947626084107	9.5802592959567	0.87357997470121
south	back	10	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back	10	20	70	2.86428596943165	26.8247260286788	2.44602392916339
south	flat	1	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	flat	1	20	70	2.86428596943165	26.8247260286788	2.44602392916339
south	flat	2	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	flat	2	20	30	2.44063703923804	11.4963111551480	1.04829596964145
south	flat	3	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	flat	3	20	20	2.23790448518396	7.66420743676536	0.698863979760968
south	flat	3	30	50	2.69604985112104	19.1605185919134	1.74715994940242
south	flat	3	40	20	2.23790448518396	7.66420743676536	0.698863979760968
south	flat	4	10	2.5	1.19818371434404	0.95802592959567	0.087357997470121
south	flat	4	20	2.5	1.19818371434404	0.95802592959567	0.087357997470121
south	flat	4	30	2.5	1.19818371434404	0.95802592959567	0.087357997470121
south	flat	4	40	2.5	1.19818371434404	0.95802592959567	0.087357997470121
south	flat	4	50	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
south	flat	4	60	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
south	flat	4	70	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
south	flat	4	80	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
south	flat	4	90	2.77777777777778	1.25086397217296	1.0644732551063	0.0970644416334679
south	flat	4	100	3.33333333333333	1.34202475056993	1.27736790612756	0.116477329960161
south	flat	4	110	3.33333333333333	1.34202475056993	1.27736790612756	0.116477329960161
south	flat	4	120	3.66666666666667	1.38967984047210	1.40510469674032	0.128125062956178
south	flat	4	130	4	1.43318552896691	1.53284148735307	0.139772795952194
south	flat	4	140	4	1.43318552896691	1.53284148735307	0.139772795952194
south	flat	4	150	25	2.34947626084107	9.5802592959567	0.87357997470121
south	flat	4	160	35	2.51771237915167	13.4123630143394	1.22301196458169
south	flat	5	10	17.1428571428571	2.16082914527033	6.56932066008457	0.599026268366543
south	flat	5	20	17.8571428571429	2.18124014253046	6.8430423542548	0.623985696215152
south	flat	5	30	45	2.64336959329213	17.2444667327221	1.57244395446218
south	flat	6	10	9.09090909090909	1.84367580500183	3.48373065307516	0.317665445345895
south	flat	6	20	10.9090909090909	1.93483658339880	4.18047678369019	0.381198534415073
south	flat	6	30	5.88235294117647	1.62601676937290	2.25417865787216	0.205548229341461
south	flat	6	40	7.11764705882353	1.72132694917723	2.72755617602532	0.248713357503168
south	flat	6	50	13	2.02251302713773	4.98173483389748	0.454261586844629
south	flat	6	60	34	2.50321861071505	13.0291526425011	1.18806876559365
south	flat	7	10	7.69230769230769	1.76014876267024	2.9477720910636	0.268793838369603
south	flat	7	20	15.6410256410256	2.11498700392582	5.9938032518293	0.546547471351525
south	flat	7	30	15.5555555555556	2.11224727104351	5.96105022859529	0.543560873147421
south	flat	7	40	7.53968253968254	1.75012838722852	2.88928454957424	0.263460627290841
south	flat	7	50	11.9047619047619	1.97850758847638	4.56202823616985	0.415990464143433
south	flat	7	60	7.29166666666667	1.73340442019475	2.79424229465404	0.254794159287853
south	flat	7	70	10.375	1.90973788146535	3.97580760782203	0.362535689501002
south	flat	7	80	14	2.05956701321460	5.36494520573575	0.489204785832678
south	flat	8	10	80	2.93105166574391	30.6568297470614	2.79545591904387
south	flat	9	10	16.6666666666667	2.14674370678699	6.38683953063781	0.582386649800808
south	flat	9	20	73.3333333333333	2.88754597724909	28.1020939348063	2.56250125912355
south	flat	10	10	7.69230769230769	1.76014876267024	2.9477720910636	0.268793838369603
south	flat	10	20	62.3076923076923	2.80608079350944	23.8769539376151	2.17723009079379
south	back_crest	1	10	4	1.43318552896691	1.53284148735307	0.139772795952194
south	back_crest	1	20	4	1.43318552896691	1.53284148735307	0.139772795952194
south	back_crest	1	30	12	1.98249167330097	4.59852446205921	0.419318387856581
south	back_crest	1	40	30	2.44063703923804	11.4963111551480	1.04829596964145
south	back_crest	2	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	2	20	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	2	30	32.8571428571429	2.48612292834091	12.5911979318288	1.14813368103588
south	back_crest	2	40	7.14285714285714	1.72309477659338	2.73721694170191	0.24959427848606
south	back_crest	2	50	20	2.23790448518396	7.66420743676536	0.698863979760968
south	back_crest	3	10	13.8461538461538	2.0540420951213	5.30598976391446	0.483828909065284
south	back_crest	3	20	16.1538461538462	2.13111743503493	6.19032139123358	0.564467060576168
south	back_crest	4	10	5	1.54475730462402	1.91605185919134	0.174715994940242
south	back_crest	4	20	5	1.54475730462402	1.91605185919134	0.174715994940242
south	back_crest	5	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	back_crest	5	20	15.6410256410256	2.11498700392582	5.9938032518293	0.546547471351525
south	back_crest	5	30	7.69230769230769	1.76014876267024	2.9477720910636	0.268793838369603
south	back_crest	5	40	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	5	50	11.6666666666667	1.96840623481762	4.47078767144647	0.407670654860566
south	back_crest	5	60	8.33333333333333	1.80017011650701	3.1934197653189	0.291193324900403
south	back_crest	5	70	15	2.09406344895807	5.74815557757402	0.524147984820726
south	back_crest	5	80	25	2.34947626084107	9.5802592959567	0.87357997470121
south	back_crest	6	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	back_crest	6	20	11.6666666666667	1.96840623481762	4.47078767144647	0.407670654860566
south	back_crest	6	30	31.6666666666667	2.46767064987318	12.1349951082118	1.10653463462153
south	back_crest	6	40	50	2.69604985112104	19.1605185919134	1.74715994940242
south	back_crest	7	10	30	2.44063703923804	11.4963111551480	1.04829596964145
south	back_crest	7	20	56	2.75271419377454	21.459780822943	1.95681914333071
south	back_crest	8	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	8	20	20	2.23790448518396	7.66420743676536	0.698863979760968
south	back_crest	8	30	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	8	40	33.75	2.49952855706624	12.9333500495415	1.17933296584663
south	back_crest	8	50	26.25	2.37387134292578	10.0592722607545	0.917258973436271
south	back_crest	9	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	9	20	80	2.93105166574391	30.6568297470614	2.79545591904387
south	back_crest	10	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	10	20	20	2.23790448518396	7.66420743676536	0.698863979760968
south	back_crest	10	30	10	1.89133089490399	3.83210371838268	0.349431989880484
south	back_crest	10	40	7.69230769230769	1.76014876267024	2.9477720910636	0.268793838369603
south	back_crest	10	50	10.0854700854701	1.89558623973794	3.86485674161672	0.352418588084591
south	back_crest	10	60	22.2222222222222	2.29058474301287	8.51578604085039	0.776515533067742
south	crest	1	10	3.33333333333333	1.34202475056993	1.27736790612756	0.116477329960161
south	crest	1	20	3.33333333333333	1.34202475056993	1.27736790612756	0.116477329960161
south	crest	1	30	3.33333333333333	1.34202475056993	1.27736790612756	0.116477329960161
south	crest	1	40	13.3333333333333	2.03517193112988	5.10947162451022	0.465909319840644
south	crest	1	50	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	crest	1	60	10.7894736842105	1.92932384839295	4.13463822246551	0.377018725923679
south	crest	1	70	2.63157894736842	1.22383036153782	1.00844834694281	0.0919557868106537
south	crest	1	80	2.63157894736842	1.22383036153782	1.00844834694281	0.0919557868106537
south	crest	1	90	2.63157894736842	1.22383036153782	1.00844834694281	0.0919557868106537
south	crest	1	100	11.3157894736842	1.95313787288758	4.33632789185408	0.395409883285811
south	crest	1	110	20	2.23790448518396	7.66420743676536	0.698863979760968
south	crest	1	120	5.55555555555556	1.59743756245293	2.1289465102126	0.194128883266936
south	crest	1	130	5.35353535353535	1.57891692661275	2.05153027347759	0.187069651148138
south	crest	1	140	4.54545454545454	1.49710221472185	1.74186532653758	0.158832722672947
south	crest	1	150	4.54545454545454	1.49710221472185	1.74186532653758	0.158832722672947
south	crest	2	10	50	2.69604985112104	19.1605185919134	1.74715994940242
south	crest	3	10	15	2.09406344895807	5.74815557757402	0.524147984820726
south	crest	3	20	35	2.51771237915167	13.4123630143394	1.22301196458169
south	crest	3	30	42.5	2.61479038637215	16.2864408031264	1.48508595699206
south	crest	4	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	crest	4	20	13.3333333333333	2.03517193112988	5.10947162451022	0.465909319840644
south	crest	4	30	60	2.78721062951802	22.9926223102961	2.09659193928290
south	crest	5	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	crest	5	20	20	2.23790448518396	7.66420743676536	0.698863979760968
south	crest	5	30	33.3333333333333	2.49331729706696	12.7736790612756	1.16477329960161
south	crest	5	40	8.33333333333333	1.80017011650701	3.1934197653189	0.291193324900403
south	crest	5	50	25.6666666666667	2.36263491499975	9.83573287718222	0.896875440693244
south	crest	6	10	1.88679245283019	1.05747748462495	0.723038437430695	0.0659305641283933
south	crest	6	20	1.88679245283019	1.05747748462495	0.723038437430695	0.0659305641283933
south	crest	6	30	1.88679245283019	1.05747748462495	0.723038437430695	0.0659305641283933
south	crest	6	40	1.88679245283019	1.05747748462495	0.723038437430695	0.0659305641283933
south	crest	6	50	1.88679245283019	1.05747748462495	0.723038437430695	0.0659305641283933
south	crest	6	60	3.74785591766724	1.40063030899657	1.43621725980552	0.130962075109581
south	crest	6	70	4.54545454545454	1.49710221472185	1.74186532653758	0.158832722672947
south	crest	6	80	9.41558441558442	1.86122146490746	3.60814960497071	0.329010639822534
south	crest	6	90	32.8571428571429	2.48612292834091	12.5911979318288	1.14813368103588
south	crest	7	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	crest	7	20	22.5	2.29679600301215	8.62223336636103	0.786221977231089
south	crest	7	30	6.25	1.65632908028112	2.39506482398917	0.218394993675303
south	crest	7	40	4.72826086956522	1.51681707542679	1.81191860597442	0.165220560432620
south	crest	7	50	4.34782608695652	1.47487633343644	1.66613205147073	0.151926952121950
south	crest	7	60	5.1150895140665	1.55613579818532	1.96015535467145	0.178737590731706
south	crest	7	70	5.88235294117647	1.62601676937290	2.25417865787216	0.205548229341461
south	crest	7	80	32.843137254902	2.48590975417439	12.5858308397863	1.14764428048983
south	crest	8	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	crest	8	20	5.50724637681159	1.59307072246855	2.11043393186292	0.192440806021136
south	crest	8	30	4.34782608695652	1.47487633343644	1.66613205147073	0.151926952121950
south	crest	8	40	23.4782608695652	2.31807581022155	8.99711307794193	0.820405541458527
south	crest	8	50	60	2.78721062951802	22.9926223102961	2.09659193928290
south	crest	9	10	10	1.89133089490399	3.83210371838268	0.349431989880484
south	crest	9	20	40	2.58447807546393	15.3284148735307	1.39772795952194
south	crest	10	10	30	2.44063703923804	11.4963111551480	1.04829596964145
south	crest	10	20	10.6666666666667	1.92360015547278	4.0875772996082	0.372727455872518
south	crest	10	30	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	40	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	50	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	60	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	70	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	80	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	90	1.33333333333333	0.883879384632855	0.510947162451022	0.0465909319840644
south	crest	10	100	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
south	crest	10	110	13.3333333333333	2.03517193112988	5.10947162451022	0.465909319840644
south	crest	10	120	30	2.44063703923804	11.4963111551480	1.04829596964145
washing	back	1	10	3.57142857142857	1.37652118631341	1.36860847085096	0.12479713924303
washing	back	1	20	3.57142857142857	1.37652118631341	1.36860847085096	0.12479713924303
washing	back	1	30	3.13492063492063	1.31134027738179	1.20133410219139	0.109544155557771
washing	back	1	40	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	50	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	60	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	70	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	80	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	90	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	100	1.38888888888889	0.904290381892984	0.53223662755315	0.0485322208167339
washing	back	1	110	4	1.43318552896691	1.53284148735307	0.139772795952194
washing	back	1	120	4	1.43318552896691	1.53284148735307	0.139772795952194
washing	back	1	130	3.11111111111111	1.30752831482646	1.19221004571905	0.108712174629484
washing	back	1	140	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
washing	back	1	150	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
washing	back	1	160	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
washing	back	1	170	2.22222222222222	1.13929219651585	0.851578604085039	0.0776515533067742
washing	back	1	180	10	1.89133089490399	3.83210371838268	0.349431989880484
washing	back	2	10	16.6666666666667	2.14674370678699	6.38683953063781	0.582386649800808
washing	back	2	20	13.5507246376812	2.04325836075268	5.19277822708379	0.473505667446744
washing	back	2	30	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	40	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	50	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	60	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	70	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	80	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	90	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	100	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	110	1.08695652173913	0.781729152876491	0.416533012867682	0.0379817380304874
washing	back	2	120	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	130	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	140	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	150	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	160	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	170	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	2	180	1.42857142857143	0.918375820376333	0.547443388340383	0.0499188556972121
washing	back	3	10	15	2.09406344895807	5.74815557757402	0.524147984820726
washing	back	3	20	35	2.51771237915167	13.4123630143394	1.22301196458169
washing	back	3	30	15	2.09406344895807	5.74815557757402	0.524147984820726
washing	back	3	40	5.90909090909091	1.6282843469556	2.26442492449886	0.206482539474832
washing	back	3	50	1.81818181818182	1.03895684878478	0.696746130615033	0.063533089069179
washing	back	3	60	1.81818181818182	1.03895684878478	0.696746130615033	0.063533089069179
washing	back	3	70	1.81818181818182	1.03895684878478	0.696746130615033	0.063533089069179
washing	back	3	80	1.81818181818182	1.03895684878478	0.696746130615033	0.063533089069179
washing	back	3	90	1.81818181818182	1.03895684878478	0.696746130615033	0.063533089069179
washing	back	3	100	2	1.08661193868694	0.766420743676536	0.0698863979760968
washing	back	3	110	2	1.08661193868694	0.766420743676536	0.0698863979760968
washing	back	3	120	2	1.08661193868694	0.766420743676536	0.0698863979760968
washing	back	3	130	2	1.08661193868694	0.766420743676536	0.0698863979760968
washing	back	3	140	2	1.08661193868694	0.766420743676536	0.0698863979760968
washing	back	4	10	20	2.23790448518396	7.66420743676536	0.698863979760968
washing	back	5	10	20	2.23790448518396	7.66420743676536	0.698863979760968
washing	back	5	20	60	2.78721062951802	22.9926223102961	2.09659193928290
washing	back	6	10	5	1.54475730462402	1.91605185919134	0.174715994940242
washing	back	6	20	5	1.54475730462402	1.91605185919134	0.174715994940242
washing	back	6	30	24	2.32906526358094	9.19704892411843	0.838636775713162
washing	back	6	40	36	2.53179781763502	13.7955733861776	1.25795516356974
washing	back	7	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
washing	back	7	20	6.27450980392157	1.65828602994169	2.40445723506364	0.219251444630892
washing	back	7	30	5.88235294117647	1.62601676937290	2.25417865787216	0.205548229341461
washing	back	7	40	2.84313725490196	1.26249240325509	1.08951968463821	0.099348310848373
washing	back	7	50	2.08333333333333	1.10702293594707	0.798354941329723	0.0727983312251008
washing	back	7	60	2.08333333333333	1.10702293594707	0.798354941329723	0.0727983312251008
washing	back	7	70	2.08333333333333	1.10702293594707	0.798354941329723	0.0727983312251008
washing	back	7	80	2.08333333333333	1.10702293594707	0.798354941329723	0.0727983312251008
washing	back	7	90	5	1.54475730462402	1.91605185919134	0.174715994940242
washing	back	7	100	5	1.54475730462402	1.91605185919134	0.174715994940242
washing	back	7	110	4.54545454545454	1.49710221472185	1.74186532653758	0.158832722672947
washing	back	7	120	4.54545454545454	1.49710221472185	1.74186532653758	0.158832722672947
washing	back	7	130	2.2884012539185	1.15396506408576	0.876939095429267	0.0799640603801736
washing	back	7	140	1.72413793103448	1.01240193612780	0.660707537652185	0.0602468948069799
washing	back	7	150	1.72413793103448	1.01240193612780	0.660707537652185	0.0602468948069799
washing	back	7	160	1.72413793103448	1.01240193612780	0.660707537652185	0.0602468948069799
washing	back	7	170	1.72413793103448	1.01240193612780	0.660707537652185	0.0602468948069799
washing	back	7	180	1.72413793103448	1.01240193612780	0.660707537652185	0.0602468948069799
washing	back	8	10	10	1.89133089490399	3.83210371838268	0.349431989880484
washing	back	8	20	20	2.23790448518396	7.66420743676536	0.698863979760968
washing	back	8	30	60	2.78721062951802	22.9926223102961	2.09659193928290
washing	back	9	10	6.66666666666667	1.68859834084991	2.55473581225512	0.232954659920323
washing	back	9	20	13.3333333333333	2.03517193112988	5.10947162451022	0.465909319840644
washing	back	9	30	40	2.58447807546393	15.3284148735307	1.39772795952194
washing	back	9	40	32	2.47290629980683	12.2627318988246	1.11818236761755
washing	back	10	10	20	2.23790448518396	7.66420743676536	0.698863979760968
washing	back	10	20	10.4761904761905	1.91459090272144	4.01458484782948	0.366071608446222
washing	back	10	30	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	40	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	50	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	60	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	70	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	80	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	90	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	100	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	110	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	120	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	130	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	140	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	150	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
washing	back	10	160	0.595238095238095	0.480641451699382	0.228101411808493	0.0207995232071717
