kappa	t	t_1
0.25	0.85	0.94027945548982
0.25	0.86	0.950137847787928
0.25	0.87	0.959996439982415
0.25	0.88	0.969855231856063
0.25	0.89	0.979714223191708
0.25	0.9	0.989573413772235
0.25	0.91	0.999432803380587
0.25	0.92	1.00929239179976
0.25	0.93	1.0191521788128
0.25	0.94	1.02901216420282
0.25	0.95	1.03887234775298
0.25	0.96	1.04873272924649
0.25	0.97	1.05859330846664
0.25	0.98	1.06845408519674
0.25	0.99	1.07831505922021
0.25	1	1.08817623032047
0.5	-3	-2.50026214766662
0.5	-2.99	-2.49206655583385
0.5	-2.98	-2.48386039314137
0.5	-2.97	-2.47564332937634
0.5	-2.96	-2.46741503604806
0.5	-2.95	-2.45917518671114
0.5	-2.94	-2.45092345729439
0.5	-2.93	-2.4426595264353
0.5	-2.92	-2.43438307581941
0.5	-2.91	-2.42609379052434
0.5	-2.9	-2.41779135936775
0.5	-2.89	-2.40947547525898
0.5	-2.88	-2.40114583555348
0.5	-2.87	-2.39280214240977
0.5	-2.86	-2.3844441031482
0.5	-2.85	-2.37607143061075
0.5	-2.84	-2.36768384352146
0.5	-2.83	-2.35928106684664
0.5	-2.82	-2.35086283215424
0.5	-2.81	-2.34242887797154
0.5	-2.8	-2.33397895014065
0.5	-2.79	-2.32551280217084
0.5	-2.78	-2.31703019558699
0.5	-2.77	-2.30853090027352
0.5	-2.76	-2.30001469481275
0.5	-2.75	-2.29148136681707
0.5	-2.74	-2.28293071325416
0.5	-2.73	-2.27436254076413
0.5	-2.72	-2.26577666596823
0.5	-2.71	-2.25717291576785
0.5	-2.7	-2.24855112763332
0.5	-2.69	-2.23991114988164
0.5	-2.68	-2.23125284194215
0.5	-2.67	-2.22257607460967
0.5	-2.66	-2.21388073028409
0.5	-2.65	-2.20516670319577
0.5	-2.64	-2.19643389961602
0.5	-2.63	-2.18768223805196
0.5	-2.62	-2.17891164942497
0.5	-2.61	-2.17012207723233
0.5	-2.6	-2.16131347769115
0.5	-2.59	-2.1524858198642
0.5	-2.58	-2.14363908576703
0.5	-2.57	-2.13477327045593
0.5	-2.56	-2.12588838209621
0.5	-2.55	-2.11698444201033
0.5	-2.54	-2.10806148470581
0.5	-2.53	-2.09911955788214
0.5	-2.52	-2.09015872241685
0.5	-2.51	-2.08117905233032
0.5	-2.5	-2.07218063472913
0.5	-2.49	-2.06316356972803
0.5	-2.48	-2.05412797035032
0.5	-2.47	-2.0450739624067
0.5	-2.46	-2.03600168435266
0.5	-2.45	-2.0269112871246
0.5	-2.44	-2.01780293395472
0.5	-2.43	-2.00867680016507
0.5	-2.42	-1.99953307294094
0.5	-2.41	-2.15136077015791
0.5	-2.4	-2.14195582291363
0.5	-2.39	-2.13253829012923
0.5	-2.38	-2.12310835818487
0.5	-2.37	-2.11366622030796
0.5	-2.36	-2.10421207632425
0.5	-2.35	-2.09474613239825
0.5	-2.34	-2.08526860076361
0.5	-2.33	-2.07577969944384
0.5	-2.32	-2.06627965196402
0.5	-2.31	-2.05676868705384
0.5	-2.3	-2.04724703834282
0.5	-2.29	-2.03771494404802
0.5	-2.28	-2.02817264665507
0.5	-2.27	-2.01862039259302
0.5	-2.26	-2.00905843190373
0.5	-2.25	-1.9994870179064
0.5	-2.24	-1.98990640685801
0.5	-2.23	-1.98031685761024
0.5	-2.22	-1.97071863126368
0.5	-2.21	-1.96111199081999
0.5	-2.2	-1.95149720083267
0.5	-2.19	-1.94187452705729
0.5	-2.18	-1.93224423610174
0.5	-2.17	-1.92260659507739
0.5	-2.16	-1.91296187125171
0.5	-2.15	-1.9033103317032
0.5	-2.14	-1.89365224297926
0.5	-2.13	-1.88398787075775
0.5	-2.12	-1.87431747951291
0.5	-2.11	-1.86464133218629
0.5	-2.1	-1.85495968986351
0.5	-2.09	-1.84527281145722
0.5	-2.08	-1.83558095339727
0.5	-2.07	-1.82588436932835
0.5	-2.06	-1.81618330981594
0.5	-2.05	-1.80647802206112
0.5	-2.04	-1.79676874962465
0.5	-2.03	-1.78705573216106
0.5	-2.02	-1.77733920516308
0.5	-2.01	-1.767619399717
0.5	-2	-1.75789654226938
0.5	-1.99	-1.74817085440551
0.5	-1.98	-1.73844255264003
0.5	-1.97	-1.72871184822007
0.5	-1.96	-1.71897894694126
0.5	-1.95	-1.70924404897677
0.5	-1.94	-1.69950734871989
0.5	-1.93	-1.6897690346401
0.5	-1.92	-1.68002928915297
0.5	-1.91	-1.67028828850399
0.5	-1.9	-1.6605462026665
0.5	-1.89	-1.65080319525366
0.5	-1.88	-1.64105942344465
0.5	-1.87	-1.63131503792495
0.5	-1.86	-1.62157018284082
0.5	-1.85	-1.61182499576772
0.5	-1.84	-1.60207960769274
0.5	-1.83	-1.59233414301066
0.5	-1.82	-1.5825887195337
0.5	-1.81	-1.57284344851457
0.5	-1.8	-1.56309843468251
0.5	-1.79	-1.55335377629227
0.5	-1.78	-1.54360956518535
0.5	-1.77	-1.53386588686345
0.5	-1.76	-1.52412282057354
0.5	-1.75	-1.51438043940414
0.5	-1.74	-1.50463881039252
0.5	-1.73	-1.49489799464203
0.5	-1.72	-1.48515804744942
0.5	-1.71	-1.47541901844123
0.5	-1.7	-1.46568095171902
0.5	-1.69	-1.45594388601271
0.5	-1.68	-1.44620785484143
0.5	-1.67	-1.43647288668125
0.5	-1.66	-1.42673900513937
0.5	-1.65	-1.41700622913378
0.5	-1.64	-1.40727457307811
0.5	-1.63	-1.39754404707078
0.5	-1.62	-1.38781465708786
0.5	-1.61	-1.37808640517906
0.5	-1.6	-1.36835928966609
0.5	-1.59	-1.3586333053428
0.5	-1.58	-1.34890844367645
0.5	-1.57	-1.33918469300943
0.5	-1.56	-1.32946203876094
0.5	-1.55	-1.31974046362778
0.5	-1.54	-1.31001994778394
0.5	-1.53	-1.3003004690782
0.5	-1.52	-1.29058200322925
0.5	-1.51	-1.28086452401786
0.5	-1.5	-1.2711480034755
0.5	-1.49	-1.26143241206893
0.5	-1.48	-1.25171771888045
0.5	-1.47	-1.24200389178312
0.5	-1.46	-1.23229089761083
0.5	-1.45	-1.22257870232268
0.5	-1.44	-1.21286727116144
0.5	-1.43	-1.20315656880562
0.5	-1.42	-1.19344655951521
0.5	-1.41	-1.18373720727052
0.5	-1.4	-1.17402847590408
0.5	-1.39	-1.16432032922557
0.5	-1.38	-1.15461273113935
0.5	-1.37	-1.14490564575479
0.5	-1.36	-1.13519903748924
0.5	-1.35	-1.12549287116351
0.5	-1.34	-1.11578711209012
0.5	-1.33	-1.10608172615411
0.5	-1.32	-1.09637667988664
0.5	-1.31	-1.08667194053141
0.5	-1.3	-1.07696747610413
0.5	-1.29	-1.06726325544503
0.5	-1.28	-1.05755924826473
0.5	-1.27	-1.04785542518365
0.5	-1.26	-1.03815175776512
0.5	-1.25	-1.02844821854248
0.5	-1.24	-1.01874478104043
0.5	-1.23	-1.00904141979086
0.5	-1.22	-0.999338110343527
0.5	-1.21	-0.98963482927176
0.5	-1.2	-0.979931554173566
0.5	-1.19	-0.970228263668447
0.5	-1.18	-0.960524937390204
0.5	-1.17	-0.950821555976066
0.5	-1.16	-0.941118101052428
0.5	-1.15	-0.931414555217552
0.5	-1.14	-0.921710902021498
0.5	-1.13	-0.912007125943596
0.5	-1.12	-0.902303212367773
0.5	-1.11	-0.892599147556001
0.5	-1.1	-0.882894918620138
0.5	-1.09	-0.873190513492457
0.5	-1.08	-0.86348592089509
0.5	-1.07	-0.853781130308638
0.5	-1.06	-0.844076131940184
0.5	-1.05	-0.834370916690911
0.5	-1.04	-0.824665476123543
0.5	-1.03	-0.814959802429773
0.5	-1.02	-0.805253888397871
0.5	-1.01	-0.795547727380626
0.5	-1	-0.785841313263736
0.5	-0.99	-0.776134640434832
0.5	-0.98	-0.766427703753178
0.5	-0.97	-0.756720498520201
0.5	-0.96	-0.747013020450916
0.5	-0.95	-0.73730526564631
0.5	-0.94	-0.727597230566758
0.5	-0.93	-0.71788891200652
0.5	-0.92	-0.708180307069336
0.5	-0.91	-0.698471413145168
0.5	-0.9	-0.688762227888091
0.5	-0.89	-0.679052749195343
0.5	-0.88	-0.669342975187533
0.5	-0.87	-0.659632904190001
0.5	-0.86	-0.649922534715304
0.5	-0.85	-0.640211865446818
0.5	-0.84	-0.630500895223424
0.5	-0.83	-0.620789623025242
0.5	-0.82	-0.611078047960391
0.5	-0.81	-0.601366169252713
0.5	-0.8	-0.591653986230444
0.5	-0.79	-0.581941498315784
0.5	-0.78	-0.572228705015303
0.5	-0.77	-0.562515605911157
0.5	-0.76	-0.552802200653072
0.5	-0.75	-0.543088488951022
0.5	-0.74	-0.533374470568593
0.5	-0.73	-0.52366014531696
0.5	-0.72	-0.513945513049442
0.5	-0.71	-0.504230573656599
0.5	-0.7	-0.494515327061825
0.5	-0.69	-0.484799773217388
0.5	-0.68	-0.475083912100902
0.5	-0.67	-0.465367743712175
0.5	-0.66	-0.455651268070401
0.5	-0.65	-0.445934485211681
0.5	-0.64	-0.436217395186828
0.5	-0.63	-0.426499998059419
0.5	-0.62	-0.416782293904105
0.5	-0.61	-0.407064282805103
0.5	-0.6	-0.397345964854899
0.5	-0.59	-0.387627340153102
0.5	-0.58	-0.377908408805459
0.5	-0.57	-0.368189170922993
0.5	-0.56	-0.358469626621259
0.5	-0.55	-0.348749776019704
0.5	-0.54	-0.339029619241121
0.5	-0.53	-0.32930915641117
0.5	-0.52	-0.319588387657984
0.5	-0.51	-0.309867313111816
0.5	-0.5	-0.300145932904752
0.5	-0.49	-0.290424247170465
0.5	-0.48	-0.280702256044005
0.5	-0.47	-0.270979959661622
0.5	-0.46	-0.261257358160618
0.5	-0.45	-0.25153445167923
0.5	-0.44	-0.241811240356517
0.5	-0.43	-0.23208772433228
0.5	-0.42	-0.222363903746992
0.5	-0.41	-0.212639778741737
0.5	-0.4	-0.20291534945816
0.5	-0.39	-0.193190616038431
0.5	-0.38	-0.183465578625206
0.5	-0.37	-0.17374023736161
0.5	-0.36	-0.164014592391202
0.5	-0.35	-0.154288643857971
0.5	-0.34	-0.144562391906309
0.5	-0.33	-0.134835836681009
0.5	-0.32	-0.125108978327247
0.5	-0.31	-0.115381816990582
0.5	-0.3	-0.105654352816943
0.5	-0.29	-0.0959265859526293
0.5	-0.28	-0.0861985165442998
0.5	-0.27	-0.0764701447389758
0.5	-0.26	-0.0667414706840337
0.5	-0.25	-0.0570124945272063
0.5	-0.24	-0.047283216416575
0.5	-0.23	-0.037553636500576
0.5	-0.22	-0.0278237549279907
0.5	-0.21	-0.0180935718479496
0.5	-0.2	-0.00836308740992781
0.5	-0.19	0.00136769823625336
0.5	-0.18	0.0110987849404283
0.5	-0.17	0.0208301725520903
0.5	-0.16	0.0305618609203871
0.5	-0.15	0.0402938498941305
0.5	-0.14	0.0500261393217889
0.5	-0.13	0.0597587290514914
0.5	-0.12	0.0694916189310297
0.5	-0.11	0.0792248088078568
0.5	-0.1	0.0889582985290904
0.5	-0.0899999999999999	0.0986920879415101
0.5	-0.0800000000000001	0.108426176891562
0.5	-0.0699999999999998	0.11816056522536
0.5	-0.0600000000000001	0.127895252788679
0.5	-0.0499999999999998	0.137630239426965
0.5	-0.04	0.147365524985331
0.5	-0.0299999999999998	0.157101109308561
0.5	-0.02	0.166836992241106
0.5	-0.00999999999999979	0.176573173627088
0.5	0	0.186309653310301
0.5	0.0100000000000002	0.196046431134213
0.5	0.02	0.20578350694196
0.5	0.0300000000000002	0.215520880576358
0.5	0.04	0.225258551879893
0.5	0.0500000000000003	0.23499652069473
0.5	0.0600000000000001	0.244734786862705
0.5	0.0700000000000003	0.254473350225338
0.5	0.0800000000000001	0.264212210623821
0.5	0.0899999999999999	0.273951367899029
0.5	0.1	0.283690821891514
0.5	0.11	0.293430572441509
0.5	0.12	0.303170619388929
0.5	0.13	0.31291096257337
0.5	0.14	0.322651601834112
0.5	0.15	0.332392537010118
0.5	0.16	0.342133767940036
0.5	0.17	0.351875294462197
0.5	0.18	0.361617116414623
0.5	0.19	0.371359233635019
0.5	0.2	0.38110164596078
0.5	0.21	0.390844353228988
0.5	0.22	0.400587355276416
0.5	0.23	0.410330651939526
0.5	0.24	0.420074243054474
0.5	0.25	0.429818128457104
0.5	0.26	0.439562307982957
0.5	0.27	0.449306781467265
0.5	0.28	0.459051548744955
0.5	0.29	0.46879660965065
0.5	0.3	0.47854196401867
0.5	0.31	0.48828761168303
0.5	0.32	0.498033552477446
0.5	0.33	0.507779786235328
0.5	0.34	0.517526312789791
0.5	0.35	0.527273131973648
0.5	0.36	0.537020243619412
0.5	0.37	0.546767647559302
0.5	0.38	0.556515343625235
0.5	0.39	0.566263331648836
0.5	0.4	0.576011611461433
0.5	0.41	0.585760182894061
0.5	0.42	0.595509045777458
0.5	0.43	0.605258199942074
0.5	0.44	0.615007645218063
0.5	0.45	0.624757381435291
0.5	0.46	0.634507408423332
0.5	0.47	0.644257726011471
0.5	0.48	0.654008334028705
0.5	0.49	0.663759232303744
0.5	0.5	0.67351042066501
0.5	0.51	0.683261898940639
0.5	0.52	0.693013666958484
0.5	0.53	0.702765724546111
0.5	0.54	0.712518071530806
0.5	0.55	0.722270707739569
0.5	0.56	0.732023632999121
0.5	0.57	0.741776847135902
0.5	0.58	0.75153034997607
0.5	0.59	0.761284141345507
0.5	0.6	0.771038221069815
0.5	0.61	0.780792588974319
0.5	0.62	0.790547244884069
0.5	0.63	0.800302188623837
0.5	0.64	0.810057420018122
0.5	0.65	0.819812938891148
0.5	0.66	0.829568745066868
0.5	0.67	0.839324838368961
0.5	0.68	0.849081218620836
0.5	0.69	0.858837885645631
0.5	0.7	0.868594839266215
0.5	0.71	0.878352079305188
0.5	0.72	0.888109605584881
0.5	0.73	0.897867417927361
0.5	0.74	0.907625516154428
0.5	0.75	0.917383900087614
0.5	0.76	0.927142569548191
0.5	0.77	0.936901524357165
0.5	0.78	0.946660764335281
0.5	0.79	0.95642028930302
0.5	0.8	0.966180099080604
0.5	0.81	0.975940193487996
0.5	0.82	0.985700572344897
0.5	0.83	0.995461235470753
0.5	0.84	1.00522218268475
0.5	0.85	1.01498341380582
0.5	0.86	1.02474492865264
0.5	0.87	1.03450672704363
0.5	0.88	1.04426880879695
0.5	0.89	1.05403117373052
0.5	0.9	1.063793821662
0.5	0.91	1.07355675240881
0.5	0.92	1.0833199657881
0.5	0.93	1.09308346161678
0.5	0.94	1.10284723971151
0.5	0.95	1.11261129988872
0.5	0.96	1.12237564196457
0.5	0.97	1.13214026575497
0.5	0.98	1.14190517107562
0.5	0.99	1.15167035774193
0.5	1	1.1614358255691
0.75	-3	-2.50026214766662
0.75	-2.99	-2.49206655583385
0.75	-2.98	-2.48386039314137
0.75	-2.97	-2.47564332937634
0.75	-2.96	-2.46741503604806
0.75	-2.95	-2.45917518671114
0.75	-2.94	-2.45092345729439
0.75	-2.93	-2.4426595264353
0.75	-2.92	-2.43438307581941
0.75	-2.91	-2.42609379052434
0.75	-2.9	-2.41779135936775
0.75	-2.89	-2.40947547525898
0.75	-2.88	-2.40114583555348
0.75	-2.87	-2.39280214240977
0.75	-2.86	-2.3844441031482
0.75	-2.85	-2.37607143061075
0.75	-2.84	-2.36768384352146
0.75	-2.83	-2.35928106684664
0.75	-2.82	-2.35086283215424
0.75	-2.81	-2.34242887797154
0.75	-2.8	-2.33397895014065
0.75	-2.79	-2.32551280217084
0.75	-2.78	-2.31703019558699
0.75	-2.77	-2.30853090027352
0.75	-2.76	-2.30001469481275
0.75	-2.75	-2.29148136681707
0.75	-2.74	-2.28293071325416
0.75	-2.73	-2.27436254076413
0.75	-2.72	-2.26577666596823
0.75	-2.71	-2.25717291576785
0.75	-2.7	-2.24855112763332
0.75	-2.69	-2.23991114988164
0.75	-2.68	-2.23125284194215
0.75	-2.67	-2.22257607460967
0.75	-2.66	-2.21388073028409
0.75	-2.65	-2.20516670319577
0.75	-2.64	-2.19643389961602
0.75	-2.63	-2.18768223805196
0.75	-2.62	-2.17891164942497
0.75	-2.61	-2.17012207723233
0.75	-2.6	-2.16131347769115
0.75	-2.59	-2.1524858198642
0.75	-2.58	-2.14363908576703
0.75	-2.57	-2.13477327045593
0.75	-2.56	-2.12588838209621
0.75	-2.55	-2.11698444201033
0.75	-2.54	-2.10806148470581
0.75	-2.53	-2.09911955788214
0.75	-2.52	-2.09015872241685
0.75	-2.51	-2.08117905233032
0.75	-2.5	-2.07218063472913
0.75	-2.49	-2.06316356972803
0.75	-2.48	-2.05412797035032
0.75	-2.47	-2.0450739624067
0.75	-2.46	-2.03600168435266
0.75	-2.45	-2.0269112871246
0.75	-2.44	-2.01780293395472
0.75	-2.43	-2.00867680016507
0.75	-2.42	-1.99953307294094
0.75	-2.41	-2.06344905599207
0.75	-2.4	-2.05417818106822
0.75	-2.39	-2.04489210314876
0.75	-2.38	-2.03559103719294
0.75	-2.37	-2.02627520707512
0.75	-2.36	-2.01694484528052
0.75	-2.35	-2.0076001925867
0.75	-2.34	-1.99824149773162
0.75	-2.33	-1.98886901706864
0.75	-2.32	-1.97948301420939
0.75	-2.31	-1.97008375965507
0.75	-2.3	-1.96067153041704
0.75	-2.29	-1.95124660962743
0.75	-2.28	-1.94180928614051
0.75	-2.27	-1.93235985412584
0.75	-2.26	-1.92289861265382
0.75	-2.25	-1.91342586527473
0.75	-2.24	-1.90394191959197
0.75	-2.23	-1.89444708683053
0.75	-2.22	-1.88494168140156
0.75	-2.21	-1.87542602046394
0.75	-2.2	-1.86590042348387
0.75	-2.19	-1.85636521179326
0.75	-2.18	-1.84682070814807
0.75	-2.17	-1.83726723628736
0.75	-2.16	-1.82770512049404
0.75	-2.15	-1.81813468515829
0.75	-2.14	-1.80855625434454
0.75	-2.13	-1.79897015136284
0.75	-2.12	-1.78937669834571
0.75	-2.11	-1.77977621583111
0.75	-2.1	-1.77016902235255
0.75	-2.09	-1.76055543403714
0.75	-2.08	-1.75093576421239
0.75	-2.07	-1.74131032302248
0.75	-2.06	-1.73167941705496
0.75	-2.05	-1.72204334897838
0.75	-2.04	-1.7124024171917
0.75	-2.03	-1.7027569154861
0.75	-2.02	-1.69310713271989
0.75	-2.01	-1.68345335250701
0.75	-2	-1.67379585291979
0.75	-1.99	-1.66413490620641
0.75	-1.98	-1.65447077852365
0.75	-1.97	-1.64480372968529
0.75	-1.96	-1.6351340129265
0.75	-1.95	-1.62546187468484
0.75	-1.94	-1.61578755439782
0.75	-1.93	-1.60611128431762
0.75	-1.92	-1.59643328934297
0.75	-1.91	-1.58675378686848
0.75	-1.9	-1.57707298665152
0.75	-1.89	-1.56739109069671
0.75	-1.88	-1.55770829315813
0.75	-1.87	-1.54802478025913
0.75	-1.86	-1.53834073022981
0.75	-1.85	-1.52865631326194
0.75	-1.84	-1.51897169148131
0.75	-1.83	-1.50928701893711
0.75	-1.82	-1.4996024416084
0.75	-1.81	-1.48991809742701
0.75	-1.8	-1.48023411631693
0.75	-1.79	-1.47055062024948
0.75	-1.78	-1.4608677233141
0.75	-1.77	-1.45118553180412
0.75	-1.76	-1.44150414431715
0.75	-1.75	-1.43182365186952
0.75	-1.74	-1.42214413802414
0.75	-1.73	-1.4124656790313
0.75	-1.72	-1.40278834398169
0.75	-1.71	-1.39311219497103
0.75	-1.7	-1.38343728727561
0.75	-1.69	-1.37376366953798
0.75	-1.68	-1.36409138396221
0.75	-1.67	-1.35442046651781
0.75	-1.66	-1.34475094715154
0.75	-1.65	-1.33508285000658
0.75	-1.64	-1.32541619364785
0.75	-1.63	-1.31575099129312
0.75	-1.62	-1.30608725104874
0.75	-1.61	-1.29642497614947
0.75	-1.6	-1.28676416520136
0.75	-1.59	-1.27710481242713
0.75	-1.58	-1.26744690791296
0.75	-1.57	-1.25779043785623
0.75	-1.56	-1.24813538481318
0.75	-1.55	-1.23848172794583
0.75	-1.54	-1.22882944326751
0.75	-1.53	-1.21917850388613
0.75	-1.52	-1.20952888024457
0.75	-1.51	-1.19988054035762
0.75	-1.5	-1.19023345004462
0.75	-1.49	-1.18058757315745
0.75	-1.48	-1.17094287180312
0.75	-1.47	-1.16129930656046
0.75	-1.46	-1.15165683669052
0.75	-1.45	-1.14201542034007
0.75	-1.44	-1.13237501473793
0.75	-1.43	-1.12273557638362
0.75	-1.42	-1.11309706122811
0.75	-1.41	-1.1034594248463
0.75	-1.4	-1.09382262260103
0.75	-1.39	-1.08418660979844
0.75	-1.38	-1.07455134183438
0.75	-1.37	-1.06491677433196
0.75	-1.36	-1.05528286327001
0.75	-1.35	-1.04564956510241
0.75	-1.34	-1.03601683686848
0.75	-1.33	-1.02638463629419
0.75	-1.32	-1.01675292188451
0.75	-1.31	-1.00712165300696
0.75	-1.3	-0.997490789966366
0.75	-1.29	-0.987860294071269
0.75	-1.28	-0.978230127691951
0.75	-1.27	-0.968600254310476
0.75	-1.26	-0.958970638562957
0.75	-1.25	-0.949341246274349
0.75	-1.24	-0.939712044486088
0.75	-1.23	-0.930083001476879
0.75	-1.22	-0.920454086777025
0.75	-1.21	-0.91082527117661
0.75	-1.2	-0.901196526727928
0.75	-1.19	-0.891567826742536
0.75	-1.18	-0.881939145783293
0.75	-1.17	-0.872310459651809
0.75	-1.16	-0.862681745371625
0.75	-1.15	-0.853052981167582
0.75	-1.14	-0.843424146441696
0.75	-1.13	-0.83379522174595
0.75	-1.12	-0.824166188752348
0.75	-1.11	-0.814537030220599
0.75	-1.1	-0.804907729963758
0.75	-1.09	-0.795278272812182
0.75	-1.08	-0.78564864457609
0.75	-1.07	-0.776018832007042
0.75	-1.06	-0.766388822758635
0.75	-1.05	-0.756758605346649
0.75	-1.04	-0.747128169108944
0.75	-1.03	-0.737497504165299
0.75	-1.02	-0.727866601377428
0.75	-1.01	-0.718235452309371
0.75	-1	-0.708604049188429
0.75	-0.99	-0.698972384866827
0.75	-0.98	-0.689340452784199
0.75	-0.97	-0.679708246931082
0.75	-0.96	-0.670075761813489
0.75	-0.95	-0.660442992418647
0.75	-0.94	-0.65080993418201
0.75	-0.93	-0.641176582955579
0.75	-0.92	-0.631542934977587
0.75	-0.91	-0.621908986843579
0.75	-0.9	-0.61227473547892
0.75	-0.89	-0.602640178112725
0.75	-0.88	-0.593005312253221
0.75	-0.87	-0.583370135664529
0.75	-0.86	-0.573734646344846
0.75	-0.85	-0.564098842506009
0.75	-0.84	-0.554462722554388
0.75	-0.83	-0.544826285073105
0.75	-0.82	-0.535189528805496
0.75	-0.81	-0.5255524526398
0.75	-0.8	-0.515915055595001
0.75	-0.79	-0.506277336807804
0.75	-0.78	-0.496639295520638
0.75	-0.77	-0.487000931070687
0.75	-0.76	-0.477362242879852
0.75	-0.75	-0.467723230445604
0.75	-0.74	-0.458083893332667
0.75	-0.73	-0.448444231165491
0.75	-0.72	-0.438804243621425
0.75	-0.71	-0.429163930424584
0.75	-0.7	-0.419523291340317
0.75	-0.69	-0.409882326170257
0.75	-0.68	-0.40024103474789
0.75	-0.67	-0.3905994169346
0.75	-0.66	-0.380957472616156
0.75	-0.65	-0.371315201699597
0.75	-0.64	-0.361672604110476
0.75	-0.63	-0.352029679790418
0.75	-0.62	-0.342386428694994
0.75	-0.61	-0.332742850791833
0.75	-0.6	-0.323098946058987
0.75	-0.59	-0.313454714483498
0.75	-0.58	-0.303810156060153
0.75	-0.57	-0.294165270790404
0.75	-0.56	-0.284520058681433
0.75	-0.55	-0.274874519745349
0.75	-0.54	-0.265228653998497
0.75	-0.53	-0.25558246146086
0.75	-0.52	-0.245935942155561
0.75	-0.51	-0.236289096108419
0.75	-0.5	-0.226641923347594
0.75	-0.49	-0.216994423903267
0.75	-0.48	-0.207346597807384
0.75	-0.47	-0.19769844509343
0.75	-0.46	-0.18804996579625
0.75	-0.45	-0.178401159951891
0.75	-0.44	-0.168752027597464
0.75	-0.43	-0.159102568771055
0.75	-0.42	-0.149452783511617
0.75	-0.41	-0.139802671858911
0.75	-0.4	-0.130152233853435
0.75	-0.39	-0.120501469536383
0.75	-0.38	-0.110850378949594
0.75	-0.37	-0.101198962135531
0.75	-0.36	-0.0915472191372393
0.75	-0.35	-0.0818951499983405
0.75	-0.34	-0.0722427547630035
0.75	-0.33	-0.0625900334759361
0.75	-0.32	-0.0529369861823645
0.75	-0.31	-0.0432836129280393
0.75	-0.3	-0.0336299137592145
0.75	-0.29	-0.0239758887226491
0.75	-0.28	-0.0143215378655958
0.75	-0.27	-0.00466686123580525
0.75	-0.26	0.00498814111848364
0.75	-0.25	0.0146434691485406
0.75	-0.24	0.0242991228051532
0.75	-0.23	0.0339551020386191
0.75	-0.22	0.0436114067987559
0.75	-0.21	0.0532680370348968
0.75	-0.2	0.0629249926958955
0.75	-0.19	0.0725822737301231
0.75	-0.18	0.0822398800854697
0.75	-0.17	0.0918978117093482
0.75	-0.16	0.101556068548688
0.75	-0.15	0.111214650549945
0.75	-0.14	0.120873557659095
0.75	-0.13	0.130532789821633
0.75	-0.12	0.140192346982581
0.75	-0.11	0.149852229086479
0.75	-0.1	0.159512436077396
0.75	-0.0899999999999999	0.169172967898918
0.75	-0.0800000000000001	0.178833824494159
0.75	-0.0699999999999998	0.18849500580576
0.75	-0.0600000000000001	0.198156511775878
0.75	-0.0499999999999998	0.207818342346204
0.75	-0.04	0.217480497457949
0.75	-0.0299999999999998	0.227142977051852
0.75	-0.02	0.236805781068176
0.75	-0.00999999999999979	0.246468909446713
0.75	0	0.256132362126779
0.75	0.0100000000000002	0.265796139047219
0.75	0.02	0.275460240146405
0.75	0.0300000000000002	0.285124665362237
0.75	0.04	0.294789414632143
0.75	0.0500000000000003	0.304454487893079
0.75	0.0600000000000001	0.31411988508153
0.75	0.0700000000000003	0.323785606133512
0.75	0.0800000000000001	0.33345165098457
0.75	0.0899999999999999	0.343118019569777
0.75	0.1	0.352784711823739
0.75	0.11	0.362451727680591
0.75	0.12	0.372119067074002
0.75	0.13	0.38178672993717
0.75	0.14	0.391454716202826
0.75	0.15	0.401123025803233
0.75	0.16	0.410791658670187
0.75	0.17	0.420460614735019
0.75	0.18	0.43012989392859
0.75	0.19	0.439799496181298
0.75	0.2	0.449469421423075
0.75	0.21	0.459139669583387
0.75	0.22	0.468810240591237
0.75	0.23	0.47848113437516
0.75	0.24	0.488152350863232
0.75	0.25	0.497823889983062
0.75	0.26	0.507495751661798
0.75	0.27	0.517167935826124
0.75	0.28	0.526840442402263
0.75	0.29	0.536513271315975
0.75	0.3	0.54618642249256
0.75	0.31	0.555859895856856
0.75	0.32	0.565533691333242
0.75	0.33	0.575207808845636
0.75	0.34	0.584882248317497
0.75	0.35	0.594557009671824
0.75	0.36	0.604232092831159
0.75	0.37	0.613907497717584
0.75	0.38	0.623583224252725
0.75	0.39	0.633259272357751
0.75	0.4	0.642935641953371
0.75	0.41	0.652612332959842
0.75	0.42	0.662289345296961
0.75	0.43	0.671966678884074
0.75	0.44	0.681644333640068
0.75	0.45	0.69132230948338
0.75	0.46	0.701000606331987
0.75	0.47	0.710679224103419
0.75	0.48	0.720358162714748
0.75	0.49	0.730037422082597
0.75	0.5	0.739717002123135
0.75	0.51	0.74939690275208
0.75	0.52	0.759077123884699
0.75	0.53	0.768757665435809
0.75	0.54	0.778438527319775
0.75	0.55	0.788119709450516
0.75	0.56	0.797801211741498
0.75	0.57	0.807483034105741
0.75	0.58	0.817165176455816
0.75	0.59	0.826847638703847
0.75	0.6	0.836530420761512
0.75	0.61	0.846213522540039
0.75	0.62	0.855896943950214
0.75	0.63	0.865580684902375
0.75	0.64	0.875264745306416
0.75	0.65	0.884949125071787
0.75	0.66	0.894633824107493
0.75	0.67	0.904318842322097
0.75	0.68	0.914004179623718
0.75	0.69	0.923689835920032
0.75	0.7	0.933375811118277
0.75	0.71	0.943062105125244
0.75	0.72	0.952748717847289
0.75	0.73	0.962435649190324
0.75	0.74	0.972122899059823
